time,frequency,confidence
375.560,259.230,0.955486
375.570,259.874,0.953052
375.580,259.848,0.954424
375.590,259.640,0.954316
375.600,260.065,0.947921
375.610,260.628,0.933070
375.620,260.378,0.938546
375.630,259.392,0.951305
375.640,258.639,0.942380
375.650,258.665,0.941258
375.660,259.111,0.950667
375.670,259.469,0.951236
375.680,259.901,0.944587
375.690,260.666,0.921975
375.700,261.301,0.934327
375.710,261.304,0.931491
375.720,260.376,0.928633
375.730,259.066,0.937970
375.740,257.500,0.920713
375.750,254.724,0.912847
375.760,251.728,0.882295
375.790,234.795,0.908080
375.800,233.927,0.941395
375.810,235.674,0.905091
375.820,239.061,0.943235
375.830,243.278,0.881440
375.860,267.085,0.912016
375.870,268.761,0.963360
375.880,267.280,0.939261
375.890,265.148,0.930334
376.000,209.547,0.856912
376.010,213.997,0.864385
376.020,219.028,0.882481
376.030,222.981,0.890806
376.040,225.240,0.894677
376.050,224.593,0.871013
376.110,193.846,0.883265
376.120,194.549,0.850664
376.170,221.065,0.866409
376.180,224.489,0.890041
376.190,225.515,0.910811
376.230,199.653,0.856708
376.240,195.811,0.887791
376.250,193.476,0.865796
376.260,192.508,0.915869
376.270,192.160,0.895165
376.280,191.991,0.910563
376.290,192.232,0.910480
376.300,192.665,0.904402
376.310,192.881,0.891399
376.320,193.683,0.897769
376.330,194.162,0.920623
376.340,194.372,0.927309
376.350,194.303,0.923807
376.360,193.842,0.902040
376.370,193.702,0.892854
376.380,193.460,0.863381
376.390,192.938,0.884967
376.400,192.373,0.910326
376.410,191.973,0.902506
376.420,191.736,0.901850
376.430,192.095,0.905938
376.440,193.373,0.884077
376.450,194.707,0.931408
376.460,195.495,0.929363
376.470,195.205,0.937729
376.480,194.924,0.940773
376.490,194.515,0.923909
376.500,194.074,0.908788
376.510,193.719,0.898586
376.520,193.795,0.897432
376.530,194.012,0.910810
376.540,194.245,0.925168
376.550,194.698,0.935584
376.560,194.932,0.939432
376.570,194.735,0.941085
376.580,194.982,0.941031
376.590,195.201,0.935243
376.600,195.220,0.936446
376.610,195.095,0.941134
376.620,194.979,0.938822
376.630,194.942,0.940989
376.640,195.228,0.936111
376.650,195.837,0.923013
376.660,196.216,0.947737
376.670,196.431,0.953034
376.680,196.410,0.951241
376.690,196.603,0.955541
376.700,196.817,0.948916
376.710,196.294,0.938777
376.720,195.602,0.901869
376.730,195.124,0.924493
376.740,194.907,0.923300
376.750,194.912,0.913654
376.760,195.165,0.913387
376.770,195.402,0.909257
376.780,195.611,0.913397
376.790,195.754,0.901429
376.800,195.893,0.913437
376.810,195.832,0.918202
376.820,195.668,0.921944
376.830,195.100,0.948630
376.840,194.466,0.951048
376.850,194.004,0.934650
376.860,193.912,0.932699
376.870,194.360,0.941545
376.880,194.906,0.937046
376.890,195.468,0.925792
376.900,195.828,0.922322
376.910,195.971,0.933120
376.920,196.075,0.935088
376.930,196.097,0.938387
376.940,196.048,0.938836
376.950,195.503,0.930201
376.960,194.797,0.920361
376.970,194.297,0.877519
377.010,195.708,0.899800
377.020,195.706,0.927444
377.030,195.638,0.939865
377.040,195.337,0.950436
377.050,194.998,0.950612
377.060,194.475,0.948846
377.070,194.343,0.946165
377.080,194.662,0.944334
377.090,195.048,0.945309
377.100,195.314,0.939142
377.110,195.411,0.932864
377.120,195.284,0.933138
377.130,194.765,0.941220
377.140,194.265,0.930586
377.150,193.615,0.888434
377.160,192.881,0.893575
377.170,192.334,0.906366
377.180,192.188,0.875937
377.190,192.167,0.855441
377.220,195.253,0.877297
377.230,195.646,0.868159
377.270,189.930,0.896635
377.280,189.323,0.880607
377.290,189.028,0.863347
377.320,190.749,0.855512
377.330,192.516,0.873404
377.360,199.752,0.872143
377.380,199.197,0.866788
377.390,197.933,0.885238
377.400,196.793,0.936149
377.410,195.230,0.926397
377.420,193.076,0.869968
377.870,155.843,0.893276
381.360,141.849,0.902684
381.370,141.524,0.864195
381.380,140.529,0.861654
381.390,138.449,0.863093
382.940,220.703,0.875519
386.150,325.163,0.873506
390.030,173.637,0.761100
390.050,175.460,0.752611
390.060,176.061,0.859737
390.070,175.539,0.829949
390.180,168.822,0.792621
390.190,170.621,0.829538
390.200,172.729,0.830512
390.220,184.032,0.755795
390.240,195.538,0.763165
390.250,199.969,0.805954
390.260,205.199,0.848685
390.270,208.854,0.933006
390.280,211.180,0.940976
390.290,212.791,0.944955
390.300,213.616,0.938358
390.310,213.775,0.927406
390.320,213.093,0.936006
390.330,211.152,0.940650
390.340,209.556,0.930565
390.350,207.991,0.952386
390.360,206.764,0.965325
390.370,206.216,0.971058
390.380,206.510,0.963061
390.390,207.234,0.944062
390.400,207.856,0.961100
390.410,207.980,0.959831
390.420,207.797,0.962466
390.430,207.549,0.953838
390.440,206.732,0.962243
390.450,205.482,0.956448
390.460,203.331,0.926933
390.470,200.154,0.870610
390.480,197.204,0.937590
390.490,195.900,0.946011
390.500,195.311,0.957734
390.510,194.740,0.964898
390.520,194.392,0.964584
390.530,194.283,0.960455
390.540,194.136,0.957724
390.550,193.739,0.943261
390.560,193.816,0.944628
390.570,194.075,0.954537
390.580,194.070,0.957246
390.590,193.619,0.939936
390.600,192.780,0.940119
390.610,192.148,0.940876
390.620,191.981,0.938386
390.630,192.333,0.935800
390.640,192.988,0.925839
390.650,193.991,0.944471
390.660,194.577,0.958674
390.670,194.634,0.965180
390.680,194.476,0.965255
390.690,193.991,0.956286
390.700,193.301,0.920320
390.710,192.618,0.938145
390.720,191.979,0.942082
390.730,191.233,0.921621
390.740,191.394,0.927359
390.750,192.523,0.937836
390.760,194.320,0.943626
390.770,195.793,0.931398
390.780,196.233,0.956046
390.790,196.356,0.959703
390.800,196.094,0.954523
390.810,195.430,0.953151
390.820,194.252,0.958747
390.830,192.806,0.929139
390.840,191.381,0.925502
390.850,190.492,0.936603
390.860,189.776,0.952810
390.870,189.640,0.943116
390.880,189.714,0.888237
390.910,194.942,0.774878
390.940,208.838,0.905777
390.950,211.735,0.922811
390.960,213.984,0.929166
390.970,216.343,0.941025
390.980,218.227,0.953832
390.990,219.170,0.931392
391.000,219.656,0.931514
391.010,219.890,0.946547
391.020,220.077,0.949984
391.030,219.609,0.926530
391.040,219.063,0.936309
391.050,218.794,0.946580
391.060,218.214,0.953312
391.070,217.353,0.945219
391.080,216.513,0.937330
391.090,216.551,0.939310
391.100,216.974,0.933396
391.110,217.420,0.951111
391.120,217.870,0.956687
391.130,218.099,0.955347
391.140,217.917,0.951365
391.150,217.126,0.939872
391.160,216.360,0.945829
391.170,215.415,0.949612
391.180,214.361,0.925413
391.190,213.547,0.953926
391.200,213.397,0.956857
391.210,213.650,0.951664
391.220,214.802,0.934409
391.230,215.822,0.952001
391.240,216.358,0.947884
391.250,216.711,0.929912
391.260,217.148,0.946399
391.270,217.187,0.942153
391.280,216.908,0.927064
391.290,216.471,0.938533
391.300,216.118,0.947778
391.310,216.039,0.951481
391.320,216.813,0.921768
391.330,217.984,0.952717
391.340,219.557,0.913481
391.350,220.452,0.960942
391.360,220.696,0.962051
391.370,220.335,0.958042
391.380,219.480,0.916462
391.390,218.610,0.946130
391.400,218.046,0.957073
391.410,217.222,0.939553
391.420,216.677,0.923648
391.430,216.622,0.927478
391.440,216.993,0.926972
391.450,217.552,0.951422
391.460,218.349,0.949108
391.470,218.740,0.930353
391.480,218.485,0.938855
391.490,217.746,0.944635
391.500,216.820,0.907099
391.510,216.055,0.938693
391.520,215.619,0.946105
391.530,215.382,0.949426
391.540,215.317,0.948174
391.550,215.579,0.947382
391.560,216.201,0.936245
391.570,216.936,0.929382
391.580,217.755,0.954717
391.590,218.261,0.951036
391.600,218.639,0.942396
391.610,218.637,0.945961
391.620,218.036,0.953109
391.630,217.369,0.949924
391.640,216.749,0.920935
391.650,216.202,0.939882
391.660,215.952,0.947861
391.670,216.140,0.943978
391.680,216.620,0.920594
391.690,217.409,0.940758
391.700,218.494,0.944163
391.710,219.140,0.906792
391.720,219.273,0.900849
391.730,218.839,0.922494
391.740,218.361,0.938375
391.750,217.934,0.948675
391.760,217.541,0.943312
391.770,217.508,0.945067
391.780,217.713,0.955403
391.790,218.302,0.947302
391.800,219.115,0.923958
391.810,220.029,0.952767
391.820,220.467,0.962514
391.830,219.895,0.949760
391.840,218.648,0.946428
391.850,217.691,0.962031
391.860,217.259,0.951634
391.870,216.828,0.933655
391.880,216.816,0.932953
391.890,216.975,0.943954
391.900,217.389,0.952865
391.910,217.544,0.959113
391.920,217.680,0.960630
391.930,217.652,0.957982
391.940,217.711,0.960692
391.950,217.826,0.961516
391.960,217.672,0.959359
391.970,217.454,0.956281
391.980,217.094,0.943757
391.990,216.983,0.937047
392.000,217.251,0.945422
392.010,217.679,0.957594
392.020,218.173,0.955898
392.030,218.744,0.946701
392.040,219.072,0.926708
392.050,219.109,0.927233
392.060,218.580,0.946647
392.070,217.450,0.943421
392.080,216.080,0.944216
392.090,214.587,0.914939
392.100,213.142,0.954506
392.110,212.458,0.951026
392.120,212.627,0.953124
392.130,213.538,0.947228
392.140,215.044,0.939165
392.150,216.122,0.939658
392.160,216.976,0.920247
392.170,217.360,0.939493
392.180,217.352,0.936409
392.190,216.693,0.915429
392.200,215.482,0.936580
392.210,213.519,0.933480
392.220,209.993,0.915937
392.230,205.638,0.913533
392.240,202.479,0.903170
392.250,201.599,0.933278
392.260,202.989,0.905412
392.270,205.779,0.915257
392.280,209.216,0.891973
392.290,213.291,0.901416
392.300,218.556,0.918251
392.310,221.921,0.928222
392.320,223.695,0.941662
392.330,225.276,0.941855
392.340,226.425,0.950499
392.350,227.160,0.914945
392.360,227.423,0.929054
392.370,227.456,0.932128
392.380,226.895,0.932174
392.390,226.249,0.953697
392.400,225.186,0.952562
392.410,224.230,0.943506
392.420,223.088,0.960929
392.430,222.037,0.924497
392.440,220.807,0.951763
392.450,219.260,0.907900
392.460,217.348,0.919261
392.470,215.533,0.931814
392.480,213.270,0.938445
392.490,210.786,0.956257
392.500,208.906,0.938284
392.510,207.220,0.937713
392.520,205.995,0.969659
392.530,204.602,0.959443
392.540,203.338,0.956794
392.550,201.620,0.927754
392.560,199.659,0.915482
392.570,198.259,0.923361
392.580,196.908,0.950477
392.590,195.550,0.939569
392.600,193.947,0.948701
392.610,193.267,0.926348
392.620,193.465,0.930062
392.630,194.014,0.948958
392.640,194.278,0.946585
392.650,195.715,0.903921
392.660,197.330,0.937225
392.670,198.039,0.922846
392.680,197.838,0.918127
392.690,197.076,0.953031
392.700,196.209,0.952533
392.710,195.261,0.952966
392.720,194.517,0.957040
392.730,194.556,0.955420
392.740,194.638,0.951720
392.750,194.853,0.953727
392.760,194.880,0.949867
392.770,194.671,0.954333
392.780,194.587,0.957207
392.790,194.361,0.948676
392.800,193.975,0.940569
392.810,193.839,0.938501
392.820,193.966,0.939840
392.830,194.465,0.950595
392.840,194.944,0.949190
392.850,195.809,0.924782
392.860,196.312,0.945898
392.870,196.220,0.950666
392.880,196.005,0.944733
392.890,195.916,0.936978
392.900,195.719,0.931637
392.910,195.046,0.954332
392.920,194.055,0.946342
392.930,193.641,0.935036
392.940,193.881,0.941118
392.950,194.759,0.949454
392.960,195.332,0.942237
392.970,196.094,0.940439
392.980,196.739,0.955244
392.990,196.975,0.956963
393.000,196.622,0.961502
393.010,196.003,0.945779
393.020,195.614,0.940567
393.030,194.905,0.955600
393.040,194.265,0.954325
393.050,194.254,0.952473
393.060,194.684,0.952840
393.070,195.111,0.947885
393.080,195.577,0.930249
393.090,196.173,0.946387
393.100,197.095,0.950164
393.110,197.573,0.937434
393.120,197.477,0.940656
393.130,196.908,0.959585
393.140,196.263,0.961778
393.150,195.589,0.943673
393.160,194.909,0.962762
393.170,194.202,0.956627
393.180,194.266,0.950324
393.190,195.161,0.938785
393.200,196.479,0.942047
393.210,197.496,0.937581
393.220,197.874,0.920178
393.230,197.789,0.927310
393.240,197.590,0.939838
393.250,196.953,0.960406
393.260,195.931,0.950200
393.270,194.708,0.964647
393.280,193.076,0.921389
393.290,191.332,0.906841
393.300,190.693,0.907853
393.310,191.890,0.912478
393.320,193.924,0.901488
393.330,196.252,0.893603
393.350,204.148,0.894234
393.360,206.151,0.950860
393.370,206.684,0.936758
393.380,206.146,0.958382
393.390,205.074,0.938713
393.400,203.398,0.927772
394.950,156.408,0.937825
394.960,154.772,0.916106
394.970,152.572,0.913600
394.980,150.316,0.927068
394.990,148.681,0.937080
395.000,147.688,0.965578
395.010,147.013,0.970103
395.020,146.692,0.957980
395.030,146.559,0.955922
395.040,146.351,0.954323
395.050,146.289,0.959778
395.060,146.305,0.956374
395.070,146.421,0.951760
395.080,146.450,0.950948
395.090,146.384,0.950507
395.100,146.126,0.964238
395.110,145.812,0.962731
395.120,145.413,0.959714
395.130,145.491,0.959073
395.140,146.276,0.954144
395.150,146.910,0.965801
395.160,147.572,0.973161
395.170,147.997,0.963951
395.180,148.098,0.961240
395.190,147.778,0.968783
395.200,147.218,0.969719
395.210,145.922,0.957736
395.220,144.300,0.898704
395.230,142.573,0.904825
395.240,141.463,0.902002
395.250,141.064,0.926422
395.260,141.064,0.928497
395.270,141.494,0.909900
395.280,142.383,0.921584
395.290,143.985,0.917238
395.300,145.888,0.961550
395.310,147.050,0.970353
395.320,147.723,0.972598
395.330,148.008,0.963429
395.340,147.871,0.969007
395.350,147.578,0.972458
395.360,147.464,0.975042
395.370,147.302,0.973267
395.380,147.025,0.973124
395.390,146.663,0.960191
395.400,146.263,0.953237
395.410,145.239,0.954840
395.420,144.264,0.922861
395.430,143.024,0.909768
395.440,142.105,0.927997
395.450,141.338,0.911063
395.460,140.148,0.902104
395.470,138.829,0.941045
395.480,137.679,0.932733
395.490,136.664,0.891068
395.500,135.620,0.911026
395.510,134.617,0.943082
395.520,133.428,0.929417
395.530,131.608,0.936602
395.540,129.509,0.899772
395.550,127.914,0.930136
395.560,126.796,0.923276
395.570,126.160,0.910422
395.580,125.637,0.914452
395.590,125.590,0.923181
395.600,125.328,0.930774
395.610,125.177,0.920843
395.620,125.074,0.919511
395.630,125.121,0.912305
395.640,124.813,0.897154
395.650,124.293,0.892043
395.710,124.636,0.864686
395.720,128.596,0.904425
395.730,131.227,0.896573
396.160,144.412,0.854136
396.170,144.613,0.858611
396.210,144.487,0.853524
396.330,145.605,0.878623
396.340,145.519,0.868564
396.350,144.993,0.861351
396.360,145.070,0.870567
396.370,145.205,0.881774
396.380,145.537,0.894659
396.430,145.624,0.888010
396.440,146.005,0.908680
396.450,145.533,0.905862
396.460,144.902,0.873292
396.470,144.866,0.873542
396.710,150.882,0.873848
396.720,150.263,0.924512
396.730,152.043,0.899968
397.050,196.606,0.907595
397.060,198.302,0.943462
397.070,197.763,0.925548
397.080,196.530,0.953665
397.090,194.969,0.960961
397.100,193.548,0.924933
397.110,192.475,0.938996
397.120,192.303,0.931429
397.130,192.726,0.923598
397.140,193.528,0.924567
397.150,194.096,0.948080
397.160,194.515,0.959291
397.170,194.379,0.960190
397.180,194.181,0.951335
397.190,193.930,0.943401
397.200,193.732,0.939253
397.210,193.673,0.934593
397.220,193.794,0.940065
397.230,193.872,0.946020
397.240,194.116,0.954358
397.250,194.931,0.953040
397.260,195.962,0.936330
397.270,197.319,0.951066
397.280,198.003,0.927945
397.290,198.078,0.931206
397.300,197.838,0.922753
397.310,197.142,0.953574
397.320,196.133,0.955571
397.330,195.396,0.955380
397.340,194.990,0.964822
397.350,194.915,0.963203
397.360,194.910,0.962494
397.370,195.025,0.959872
397.380,195.462,0.942194
397.390,196.255,0.950159
397.400,196.811,0.960487
397.410,196.659,0.963552
397.420,196.091,0.955127
397.430,195.359,0.956021
397.440,194.796,0.964880
397.450,194.443,0.961911
397.460,194.005,0.951067
397.470,194.038,0.951329
397.480,194.092,0.953596
397.490,194.106,0.955571
397.500,194.298,0.958782
397.510,194.472,0.960028
397.520,194.662,0.960732
397.530,194.765,0.963616
397.540,195.051,0.960889
397.550,194.761,0.963777
397.560,194.226,0.957503
397.570,194.402,0.952283
397.580,195.045,0.947293
397.590,195.451,0.942566
397.600,195.760,0.932733
397.610,196.301,0.951222
397.620,196.788,0.957717
397.630,196.579,0.957731
397.640,196.038,0.951898
397.650,195.774,0.940764
397.660,195.962,0.947352
397.670,196.203,0.953807
397.680,196.399,0.958280
397.690,196.344,0.958394
397.700,196.596,0.961364
397.710,197.080,0.956978
397.720,197.166,0.954967
397.730,196.941,0.959236
397.740,196.676,0.961210
397.750,196.226,0.959353
397.760,195.810,0.945859
397.770,195.671,0.940006
397.780,196.003,0.948109
397.790,196.459,0.959093
397.800,196.870,0.957573
397.810,197.589,0.932317
397.820,198.360,0.925208
397.830,198.337,0.931861
397.840,197.229,0.942847
397.850,195.680,0.931548
397.860,194.160,0.949629
397.870,192.823,0.942163
397.880,192.385,0.941410
397.890,192.519,0.935048
397.900,193.100,0.918547
397.910,193.845,0.934589
397.920,194.330,0.951353
397.930,194.181,0.953940
397.940,194.198,0.952864
397.950,194.210,0.954201
397.960,193.976,0.949917
397.970,193.962,0.949642
397.980,193.915,0.944974
397.990,193.817,0.943387
398.000,194.091,0.944013
398.010,195.030,0.935249
398.020,195.798,0.920566
398.030,196.301,0.948237
398.040,196.894,0.955759
398.050,197.296,0.951931
398.060,196.930,0.959546
398.070,196.095,0.951192
398.080,195.318,0.956722
398.090,194.524,0.965772
398.100,194.370,0.962358
398.110,194.615,0.960266
398.120,195.233,0.947107
398.130,196.023,0.935135
398.140,197.035,0.948179
398.150,197.717,0.923066
398.160,197.717,0.925528
398.170,197.029,0.955596
398.180,195.784,0.941759
398.190,194.881,0.962012
398.200,194.428,0.959502
398.210,194.463,0.957879
398.220,194.984,0.951835
398.230,195.887,0.928934
398.240,196.761,0.952083
398.250,197.370,0.945049
398.260,197.716,0.930619
398.270,197.284,0.948553
398.280,196.201,0.952839
398.290,194.690,0.961396
398.300,192.557,0.923349
398.310,190.662,0.893498
398.390,222.641,0.937778
398.400,223.950,0.954969
398.410,224.449,0.936516
398.420,224.056,0.951950
398.430,222.680,0.952795
398.440,220.714,0.933299
398.450,218.663,0.883877
398.480,205.273,0.874120
398.490,203.240,0.931396
398.500,201.867,0.933664
398.510,200.069,0.891312
398.520,197.917,0.914593
398.530,196.625,0.958702
398.540,195.791,0.949965
398.550,195.183,0.963888
398.560,195.068,0.962979
398.570,195.322,0.954511
398.580,195.524,0.950194
398.590,195.294,0.959518
398.600,194.868,0.960814
398.610,193.997,0.942036
398.620,193.367,0.919539
398.630,193.431,0.913365
398.640,193.920,0.942066
398.650,194.486,0.955936
398.660,194.873,0.960328
398.670,195.258,0.954989
398.680,195.295,0.954388
398.690,195.000,0.962946
398.700,194.767,0.961450
398.710,194.519,0.958850
398.720,194.322,0.959310
398.730,194.134,0.958508
398.740,194.444,0.957238
398.750,194.857,0.951675
398.760,195.402,0.936232
398.770,196.207,0.946999
398.780,196.731,0.958728
398.790,196.568,0.957100
398.800,195.800,0.937100
398.810,194.982,0.962002
398.820,194.499,0.963700
398.830,194.109,0.953328
398.840,194.203,0.950310
398.850,194.617,0.947383
398.860,195.903,0.922551
398.870,197.010,0.951903
398.880,197.690,0.935662
398.890,197.994,0.928199
398.900,197.874,0.922783
398.910,196.751,0.961554
398.920,194.954,0.952763
398.930,192.433,0.886326
398.980,195.224,0.864549
398.990,196.910,0.881115
399.020,211.071,0.901687
399.030,214.745,0.905717
399.040,217.139,0.915859
399.050,218.182,0.928409
399.060,218.023,0.919021
399.070,217.476,0.916148
399.080,217.184,0.901838
399.090,217.134,0.898450
399.100,217.388,0.910084
399.110,217.373,0.911528
399.120,217.328,0.912419
399.130,217.225,0.912195
399.140,217.222,0.914273
399.150,216.964,0.899582
399.160,216.713,0.907140
399.170,216.270,0.916681
399.180,215.814,0.926163
399.190,215.514,0.931078
399.200,215.519,0.929196
399.210,215.709,0.934321
399.220,216.013,0.933326
399.230,216.290,0.927809
399.240,216.587,0.920341
399.250,216.676,0.916549
399.260,217.133,0.923455
399.270,217.355,0.934992
399.280,217.471,0.934251
399.290,217.512,0.937399
399.300,217.342,0.936645
399.310,217.141,0.934499
399.320,217.233,0.937766
399.330,217.324,0.939430
399.340,217.526,0.944042
399.350,217.747,0.947203
399.360,217.746,0.949646
399.370,217.670,0.948140
399.380,217.374,0.942742
399.390,217.111,0.927748
399.400,217.111,0.929572
399.410,217.403,0.943583
399.420,217.561,0.946473
399.430,217.683,0.949770
399.440,217.810,0.952481
399.450,217.341,0.940787
399.460,216.907,0.921297
399.470,216.490,0.934844
399.480,216.111,0.945906
399.490,215.719,0.948553
399.500,215.581,0.948004
399.510,215.648,0.949164
399.520,215.987,0.948014
399.530,216.351,0.936640
399.540,216.520,0.933479
399.550,216.399,0.939700
399.560,216.465,0.936270
399.570,216.623,0.919669
399.580,216.184,0.937983
399.590,215.176,0.934839
399.600,213.973,0.924887
399.610,213.577,0.945353
399.620,214.169,0.923070
399.630,215.489,0.944185
399.640,217.385,0.923485
399.650,220.151,0.915047
399.660,223.500,0.883939
399.670,225.953,0.864598
399.720,218.836,0.859582
400.400,149.745,0.891624
400.410,149.471,0.925378
400.420,148.832,0.927213
400.430,147.627,0.911013
400.460,141.977,0.901125
400.470,141.819,0.883294
400.480,143.092,0.883894
400.490,145.210,0.870935
400.590,236.803,0.894584
400.750,229.908,0.857978
400.760,231.290,0.928595
400.770,230.942,0.921694
400.780,229.120,0.917203
400.790,226.304,0.890406
400.810,216.300,0.890611
400.820,211.986,0.909308
400.830,209.734,0.946394
400.840,210.051,0.949200
400.850,211.911,0.908284
400.860,215.146,0.914910
400.870,220.206,0.879076
400.890,230.642,0.859330
400.900,233.509,0.942090
400.910,235.392,0.918132
400.920,235.919,0.918614
400.930,234.811,0.921789
400.940,231.855,0.884420
400.950,227.920,0.891186
400.970,215.615,0.885792
400.980,212.781,0.927206
400.990,211.798,0.927604
401.000,212.707,0.947954
401.010,215.013,0.930623
401.020,217.912,0.948217
401.030,220.460,0.947477
401.040,224.392,0.884413
401.050,228.491,0.936619
401.060,231.831,0.891770
401.070,236.954,0.880270
401.080,241.297,0.909832
401.090,245.575,0.930978
401.100,249.822,0.938963
401.110,252.868,0.942862
401.120,254.623,0.935941
401.130,256.125,0.953940
401.140,256.632,0.953449
401.150,256.570,0.951002
401.160,256.026,0.941397
401.170,255.092,0.918391
401.180,253.958,0.956421
401.190,253.402,0.951208
401.200,253.007,0.955001
401.210,252.134,0.926519
401.220,252.044,0.930835
401.230,252.729,0.950153
401.240,253.695,0.961412
401.250,255.101,0.936003
401.260,256.501,0.965208
401.270,257.240,0.960781
401.280,257.424,0.958285
401.290,257.137,0.964716
401.300,256.823,0.971861
401.310,256.705,0.971537
401.320,257.551,0.954582
401.330,258.734,0.956403
401.340,259.475,0.961820
401.350,259.396,0.961955
401.360,259.057,0.959478
401.370,258.546,0.952210
401.380,258.004,0.938770
401.390,257.653,0.950106
401.400,257.184,0.962846
401.410,256.977,0.962834
401.420,256.900,0.968158
401.430,256.737,0.968836
401.440,256.658,0.969310
401.450,256.891,0.967701
401.460,257.278,0.962072
401.470,257.226,0.962423
401.480,256.941,0.962520
401.490,256.767,0.960532
401.500,256.088,0.955335
401.510,255.141,0.935622
401.520,255.140,0.936608
401.530,255.838,0.953301
401.540,256.479,0.959497
401.550,257.205,0.957471
401.560,257.357,0.957469
401.570,257.080,0.953020
401.580,256.312,0.956524
401.590,255.335,0.942211
401.600,254.518,0.942776
401.610,253.698,0.951198
401.620,252.402,0.919802
401.630,250.584,0.941713
401.640,249.035,0.909558
401.650,248.411,0.946078
401.660,248.823,0.927054
401.670,249.733,0.953939
401.680,251.964,0.925147
401.690,253.953,0.960993
401.700,255.631,0.955573
401.710,257.005,0.965376
401.720,258.083,0.938334
401.730,258.671,0.951904
401.740,258.833,0.956072
401.750,258.467,0.952642
401.760,257.953,0.944220
401.770,257.397,0.956300
401.780,256.705,0.965842
401.790,256.412,0.962605
401.800,256.984,0.962495
401.810,257.798,0.948984
401.820,258.411,0.950028
401.830,258.486,0.950287
401.840,258.280,0.950939
401.850,258.049,0.947055
401.860,257.730,0.952282
401.870,257.382,0.964132
401.880,257.513,0.959872
401.890,257.617,0.951887
401.900,257.450,0.952513
401.910,257.239,0.951752
401.920,257.531,0.943577
401.930,258.027,0.923478
401.940,258.111,0.931925
401.950,258.017,0.931949
401.960,257.642,0.943507
401.970,257.312,0.957515
401.980,256.954,0.959956
401.990,256.156,0.957974
402.000,255.521,0.948335
402.010,255.564,0.943224
402.020,256.219,0.943152
402.030,257.114,0.945215
402.040,257.843,0.933464
402.050,258.454,0.942352
402.060,258.672,0.953701
402.070,258.687,0.951860
402.080,258.133,0.931282
402.090,257.439,0.922249
402.100,256.678,0.941219
402.110,256.113,0.945669
402.120,256.140,0.937830
402.130,256.941,0.933653
402.140,258.184,0.917391
402.150,258.381,0.923256
402.160,257.907,0.904867
402.170,256.960,0.925042
402.180,255.715,0.905701
402.190,254.353,0.874665
402.350,256.973,0.868277
402.360,258.954,0.866972
402.830,260.624,0.861710
402.840,260.398,0.864001
402.850,259.764,0.912991
402.860,258.077,0.886909
402.870,257.568,0.908107
402.880,258.909,0.906674
402.890,259.646,0.878918
402.900,259.410,0.856062
402.910,258.929,0.868182
402.930,262.391,0.873452
402.940,261.303,0.879822
402.950,260.079,0.911147
402.960,259.880,0.927679
402.970,260.341,0.894422
402.980,260.952,0.850771
402.990,260.047,0.880926
403.000,260.225,0.865321
403.010,259.642,0.901940
403.020,259.704,0.893990
403.150,240.513,0.856835
403.160,242.918,0.915918
403.170,246.178,0.882303
403.180,249.681,0.938592
403.190,251.404,0.955306
403.200,251.865,0.940560
403.210,250.905,0.935449
403.220,248.629,0.894400
403.230,244.402,0.886051
403.240,241.078,0.906847
403.250,239.340,0.933948
403.260,240.117,0.920439
403.270,242.998,0.941610
403.280,246.493,0.915205
403.290,249.770,0.939239
403.300,252.800,0.940427
403.310,255.374,0.951682
403.320,256.751,0.972809
403.330,257.052,0.974844
403.340,256.556,0.971991
403.350,256.352,0.971066
403.360,256.175,0.967250
403.370,255.548,0.954891
403.380,255.017,0.942338
403.390,254.877,0.947356
403.400,255.477,0.953687
403.410,256.051,0.966249
403.420,256.153,0.970950
403.430,256.127,0.969671
403.440,256.236,0.971179
403.450,256.292,0.972497
403.460,256.100,0.970783
403.470,256.126,0.969858
403.480,256.779,0.969823
403.490,257.475,0.964094
403.500,258.123,0.941886
403.510,258.395,0.950834
403.520,258.551,0.953946
403.530,258.545,0.959416
403.540,258.486,0.956060
403.550,258.497,0.952495
403.560,258.345,0.953847
403.570,258.568,0.954833
403.580,258.995,0.961226
403.590,259.441,0.966814
403.600,259.897,0.961289
403.610,260.274,0.954678
403.620,260.394,0.950580
403.630,260.426,0.950513
403.640,260.395,0.953874
403.650,260.364,0.952535
403.660,260.196,0.957901
403.670,259.780,0.962817
403.680,258.846,0.960336
403.690,257.570,0.953113
403.700,255.741,0.943762
403.710,253.514,0.943705
403.720,250.999,0.947139
403.730,249.428,0.936640
403.740,249.289,0.933150
403.750,250.035,0.957115
403.760,252.343,0.931640
403.770,254.898,0.940880
403.780,257.078,0.945219
403.790,259.588,0.943372
403.800,260.975,0.934916
403.810,260.686,0.941878
403.820,259.326,0.963235
403.830,257.810,0.938353
403.840,255.906,0.930362
403.850,252.834,0.901552
403.860,248.893,0.896248
403.870,246.287,0.905528
403.880,244.482,0.933385
403.890,242.783,0.960579
403.900,241.478,0.963555
403.910,239.845,0.952704
403.920,238.702,0.934725
403.930,237.518,0.933710
403.940,236.096,0.929245
403.950,234.507,0.949332
403.960,233.307,0.945571
403.970,232.373,0.903131
403.980,231.155,0.925880
403.990,229.464,0.916461
404.000,227.816,0.938506
404.010,226.492,0.952321
404.020,225.566,0.957355
404.030,224.219,0.943344
