time,frequency,confidence
848.540,222.280,0.637359
848.550,222.194,0.518363
848.560,222.794,0.722529
848.570,221.725,0.579126
848.580,220.366,0.396510
848.590,221.788,0.465430
848.600,223.438,0.485894
848.610,224.526,0.300862
848.620,218.612,0.284073
848.630,211.648,0.368745
848.640,202.913,0.439180
848.650,195.309,0.443956
848.660,191.534,0.362624
848.670,191.258,0.368582
848.680,208.155,0.282589
848.690,219.521,0.491644
848.700,220.684,0.484503
848.710,216.281,0.294026
848.720,199.528,0.250480
848.730,179.184,0.412230
848.740,177.329,0.505623
848.750,174.996,0.616068
848.760,168.842,0.390697
848.770,163.656,0.465208
848.780,161.808,0.737893
848.790,160.262,0.874964
848.800,159.243,0.885962
848.810,157.992,0.913770
848.820,173.952,0.903690
848.830,197.116,0.859562
848.840,221.480,0.784162
848.850,250.047,0.523955
848.860,291.822,0.459145
848.870,318.024,0.575305
848.880,345.165,0.385800
848.890,388.028,0.264661
848.900,388.148,0.776861
848.910,388.370,0.847667
848.920,389.188,0.830118
848.930,390.084,0.839628
848.940,389.157,0.683374
848.950,390.523,0.739239
848.960,391.486,0.739282
848.970,389.876,0.691916
848.980,390.317,0.547395
848.990,390.115,0.808391
849.000,390.605,0.812303
849.010,388.881,0.784350
849.020,367.822,0.561822
849.030,339.126,0.440885
849.040,335.984,0.668231
849.050,337.933,0.709040
849.060,335.769,0.609066
849.070,349.387,0.596435
849.080,349.784,0.322540
849.090,379.395,0.439111
849.100,348.877,0.353851
849.110,331.538,0.313682
849.120,341.454,0.413806
849.130,364.285,0.463862
849.140,385.298,0.441377
849.150,389.367,0.643909
849.160,388.758,0.877350
849.170,389.073,0.854588
849.180,386.862,0.771022
849.190,384.128,0.617063
849.200,377.928,0.511728
849.210,378.646,0.314803
849.220,352.783,0.448821
849.230,334.645,0.734601
849.240,338.449,0.606265
849.250,308.134,0.476892
849.260,304.622,0.708856
849.270,303.127,0.883215
849.280,304.442,0.890968
849.290,305.203,0.929082
849.300,304.790,0.939359
849.310,304.652,0.938815
849.320,303.864,0.882221
849.330,302.590,0.904750
849.340,300.224,0.787930
849.350,295.235,0.804597
849.360,291.477,0.755391
849.370,287.503,0.842134
849.380,285.047,0.876545
849.390,284.025,0.923194
849.400,283.639,0.921515
849.410,283.620,0.859405
849.420,284.849,0.739138
849.430,286.249,0.549026
849.440,282.982,0.377913
849.450,295.975,0.320920
849.460,301.767,0.278653
849.470,315.986,0.280107
849.480,312.410,0.538622
849.490,312.052,0.687537
849.500,310.434,0.668931
849.510,314.736,0.349553
849.520,292.325,0.418556
849.530,323.494,0.300666
849.540,327.748,0.669122
849.550,318.006,0.472741
849.560,289.455,0.477450
849.570,275.753,0.274026
849.580,262.678,0.438788
849.590,254.429,0.432479
849.600,253.786,0.516319
849.610,252.248,0.756907
849.620,255.693,0.648859
849.630,259.610,0.475661
849.640,264.534,0.506960
849.650,266.403,0.428048
849.660,273.979,0.234262
849.670,309.887,0.204874
849.680,323.118,0.490618
849.690,324.304,0.746036
849.700,321.327,0.762384
849.710,311.140,0.242992
849.720,290.958,0.275573
849.730,287.738,0.610762
849.740,283.084,0.613854
849.750,262.547,0.794904
849.760,244.464,0.769723
849.770,225.109,0.551179
849.780,211.122,0.248245
849.790,202.021,0.270801
849.800,219.192,0.358313
849.810,225.606,0.546725
849.820,233.182,0.723341
849.830,238.205,0.860535
849.840,242.185,0.952992
849.850,245.639,0.950671
849.860,247.582,0.948171
849.870,250.282,0.925561
849.880,254.345,0.856929
849.890,260.587,0.708180
849.900,269.361,0.739824
849.910,277.240,0.808129
849.920,284.492,0.725308
849.930,293.129,0.772966
849.940,300.026,0.832935
849.950,305.196,0.879336
849.960,311.462,0.863261
849.970,318.137,0.854892
849.980,325.173,0.854093
849.990,329.855,0.933514
850.000,332.967,0.927690
850.010,335.668,0.942850
850.020,338.108,0.935402
850.030,339.666,0.903777
850.040,341.304,0.822244
850.050,344.012,0.820404
850.060,344.443,0.843882
850.070,344.049,0.797299
850.080,343.327,0.759071
850.090,342.497,0.759226
850.100,344.191,0.714097
850.110,346.225,0.739254
850.120,344.976,0.783062
850.130,344.350,0.781002
850.140,343.588,0.708748
850.150,342.612,0.734330
850.160,343.667,0.758171
850.170,342.621,0.811432
850.180,342.276,0.840608
850.190,342.222,0.879715
850.200,340.513,0.835746
850.210,338.694,0.791358
850.220,338.889,0.878920
850.230,340.000,0.882194
850.240,341.458,0.867706
850.250,341.581,0.877952
850.260,340.113,0.906057
850.270,339.057,0.944980
850.280,338.941,0.954230
850.290,339.447,0.940050
850.300,340.377,0.910316
850.310,340.591,0.898613
850.320,340.324,0.879456
850.330,340.879,0.856047
850.340,340.039,0.831119
850.350,335.951,0.876141
850.360,333.501,0.927867
850.370,331.103,0.912187
850.380,328.118,0.731833
850.390,316.705,0.386780
850.400,303.679,0.492407
850.410,289.638,0.666754
850.420,284.783,0.779444
850.430,278.128,0.766657
850.440,274.512,0.927038
850.450,273.394,0.937146
850.460,273.887,0.962805
850.470,275.811,0.941101
850.480,281.494,0.884565
850.490,288.934,0.839681
850.500,297.424,0.857334
850.510,303.889,0.895523
850.520,312.187,0.894554
850.530,319.503,0.925464
850.540,325.344,0.899384
850.550,330.862,0.953527
850.560,334.898,0.948303
850.570,337.933,0.940257
850.580,338.929,0.951289
850.590,339.495,0.938018
850.600,341.195,0.935561
850.610,342.807,0.945911
850.620,343.378,0.951170
850.630,342.062,0.956250
850.640,339.763,0.933198
850.650,335.705,0.912746
850.660,328.378,0.790863
850.670,319.301,0.911643
850.680,315.637,0.947758
850.690,312.357,0.866685
850.700,307.822,0.647243
850.710,302.546,0.640316
850.720,301.098,0.569571
850.730,285.735,0.487864
850.740,252.459,0.640277
850.750,260.376,0.836312
850.760,262.443,0.946603
850.770,262.066,0.885731
850.780,258.823,0.517090
850.790,235.676,0.396134
850.800,217.890,0.604174
850.810,216.912,0.884384
850.820,218.706,0.834935
850.830,224.125,0.641709
850.840,244.372,0.350074
850.850,273.775,0.275499
850.860,276.268,0.424490
850.870,299.071,0.550883
850.880,304.203,0.884678
850.890,306.206,0.923394
850.900,303.437,0.803535
850.910,293.349,0.643012
850.920,286.691,0.583322
850.930,254.502,0.463127
850.940,248.769,0.877734
850.950,247.741,0.944374
850.960,249.918,0.900198
850.970,256.415,0.854373
850.980,263.981,0.832887
850.990,268.133,0.961145
851.000,267.844,0.961486
851.010,264.837,0.922378
851.020,256.346,0.578986
851.030,237.225,0.643529
851.040,232.524,0.859819
851.050,231.414,0.918812
851.060,235.685,0.831739
851.070,241.892,0.825668
851.080,252.086,0.609725
851.090,262.637,0.923361
851.100,265.524,0.967448
851.110,265.318,0.967408
851.120,262.608,0.917823
851.130,257.822,0.703983
851.140,239.698,0.482707
851.150,226.399,0.790722
851.160,223.822,0.942775
851.170,222.976,0.961484
851.180,223.270,0.957977
851.190,223.648,0.938724
851.200,223.779,0.882234
851.210,223.442,0.768632
851.220,222.510,0.635582
851.230,224.140,0.632448
851.240,224.335,0.856365
851.250,224.099,0.871243
851.260,223.994,0.843369
851.270,223.699,0.804730
851.280,223.658,0.811026
851.290,224.139,0.813923
851.300,223.841,0.789666
851.310,223.464,0.605827
851.320,251.340,0.448565
851.330,287.102,0.147123
851.340,320.861,0.473038
851.350,320.193,0.741685
851.360,321.326,0.856540
851.370,324.499,0.885987
851.380,327.926,0.908777
851.390,331.066,0.952324
851.400,334.243,0.945212
851.410,337.416,0.938146
851.420,339.600,0.930766
851.430,340.448,0.907644
851.440,341.570,0.934549
851.450,342.199,0.949963
851.460,341.586,0.951973
851.470,341.088,0.953093
851.480,340.883,0.951970
851.490,340.623,0.947246
851.500,340.808,0.949285
851.510,341.009,0.946902
851.520,341.246,0.952104
851.530,341.631,0.957256
851.540,342.214,0.961368
851.550,343.450,0.955783
851.560,344.897,0.959969
851.570,345.815,0.975563
851.580,346.414,0.978359
851.590,346.777,0.976746
851.600,346.421,0.975562
851.610,345.823,0.964800
851.620,343.277,0.913540
851.630,339.254,0.945166
851.640,337.628,0.952794
851.650,339.253,0.942796
851.660,342.762,0.949941
851.670,345.364,0.967585
851.680,346.860,0.976421
851.690,347.489,0.968856
851.700,347.726,0.963019
851.710,348.116,0.954542
851.720,347.902,0.956457
851.730,347.218,0.968734
851.740,346.165,0.970391
851.750,345.019,0.954104
851.760,344.410,0.927963
851.770,345.186,0.935524
851.780,345.723,0.923456
851.790,345.692,0.918617
851.800,344.168,0.855025
851.810,340.541,0.739658
851.820,336.976,0.550471
851.830,332.009,0.509388
851.840,329.394,0.415821
851.850,335.257,0.226512
851.860,337.379,0.540799
851.870,342.550,0.796204
851.880,344.338,0.884308
851.890,345.448,0.918084
851.900,348.806,0.569314
851.910,357.645,0.429439
851.920,361.677,0.660446
851.930,359.930,0.888267
851.940,358.425,0.943990
851.950,356.018,0.949910
851.960,352.743,0.947888
851.970,348.775,0.926034
851.980,339.547,0.859282
851.990,333.338,0.911451
852.000,328.189,0.914200
852.010,326.392,0.954242
852.020,327.999,0.938682
852.030,331.470,0.956109
852.040,335.770,0.896670
852.050,339.945,0.932917
852.060,342.106,0.963834
852.070,342.716,0.967971
852.080,342.753,0.964286
852.090,341.786,0.961449
852.100,341.284,0.954390
852.110,342.178,0.960482
852.120,342.752,0.959738
852.130,342.562,0.953381
852.140,341.884,0.927779
852.150,341.120,0.920220
852.160,340.260,0.903066
852.170,337.139,0.842849
852.180,332.601,0.786249
852.190,330.840,0.701897
852.200,331.458,0.709872
852.210,331.139,0.851702
852.220,331.178,0.907264
852.230,331.544,0.836026
852.240,336.597,0.753852
852.250,341.805,0.921495
852.260,343.225,0.949809
852.270,343.480,0.941273
852.280,343.860,0.933887
852.290,344.572,0.942618
852.300,344.767,0.933185
852.310,345.725,0.940136
852.320,346.268,0.952290
852.330,345.394,0.950949
852.340,344.808,0.948820
852.350,344.707,0.944170
852.360,344.801,0.945565
852.370,345.148,0.952329
852.380,344.949,0.947408
852.390,345.291,0.958379
852.400,346.072,0.964735
852.410,346.925,0.960268
852.420,347.507,0.957939
852.430,347.036,0.966819
852.440,345.611,0.965764
852.450,344.672,0.945835
852.460,344.345,0.936282
852.470,344.809,0.948829
852.480,345.663,0.964216
852.490,346.137,0.961392
852.500,346.624,0.964536
852.510,346.094,0.970354
852.520,345.307,0.963392
852.530,344.844,0.951699
852.540,344.717,0.940677
852.550,344.512,0.922787
852.560,344.037,0.924034
852.570,343.712,0.931428
852.580,343.508,0.940380
852.590,343.978,0.947435
852.600,344.068,0.952715
852.610,344.072,0.949692
852.620,344.348,0.945663
852.630,344.416,0.946069
852.640,344.391,0.940784
852.650,344.561,0.950197
852.660,344.619,0.949348
852.670,344.299,0.943001
852.680,344.609,0.955169
852.690,345.066,0.965587
852.700,345.102,0.962390
852.710,345.028,0.960785
852.720,344.999,0.960090
852.730,345.049,0.957531
852.740,345.073,0.960141
852.750,344.883,0.956887
852.760,344.847,0.954671
852.770,345.604,0.971272
852.780,346.321,0.972190
852.790,346.560,0.973177
852.800,347.260,0.965749
852.810,348.111,0.946822
852.820,348.503,0.951019
852.830,348.610,0.952737
852.840,348.082,0.939398
852.850,347.663,0.948878
852.860,346.755,0.960729
852.870,346.360,0.962203
852.880,346.572,0.959800
852.890,347.109,0.956981
852.900,347.505,0.949212
852.910,347.090,0.951799
852.920,346.724,0.953439
852.930,346.088,0.947932
852.940,345.373,0.946564
852.950,345.642,0.952861
852.960,346.029,0.959327
852.970,346.548,0.962054
852.980,346.942,0.959945
852.990,346.902,0.956616
853.000,346.472,0.949197
853.010,345.741,0.933889
853.020,344.430,0.898750
853.030,343.524,0.907236
853.040,343.354,0.915034
853.050,343.929,0.913156
853.060,345.194,0.936338
853.070,346.030,0.953660
853.080,346.459,0.957631
853.090,346.743,0.955656
853.100,346.833,0.953637
853.110,346.817,0.945566
853.120,347.051,0.932120
853.130,346.435,0.927843
853.140,345.218,0.910036
853.150,343.690,0.897939
853.160,342.903,0.922890
853.170,343.404,0.936865
853.180,344.175,0.931696
853.190,345.055,0.944164
853.200,345.716,0.959337
853.210,346.167,0.962259
853.220,346.057,0.960839
853.230,345.828,0.959383
853.240,345.154,0.952133
853.250,344.632,0.945390
853.260,344.648,0.944397
853.270,344.618,0.944212
853.280,344.837,0.951309
853.290,345.498,0.961144
853.300,346.409,0.965171
853.310,347.063,0.962661
853.320,347.575,0.953764
853.330,347.808,0.946621
853.340,348.082,0.939964
853.350,347.892,0.943727
853.360,347.718,0.949862
853.370,347.938,0.945498
853.380,348.171,0.941440
853.390,348.618,0.948062
853.400,348.572,0.944972
853.410,348.542,0.936679
853.420,348.019,0.935953
853.430,347.496,0.943588
853.440,346.951,0.955836
853.450,346.568,0.959866
853.460,346.874,0.960841
853.470,347.299,0.956149
853.480,347.704,0.948315
853.490,347.724,0.949731
853.500,347.509,0.953693
853.510,347.587,0.953433
853.520,347.469,0.957767
853.530,347.259,0.960697
853.540,346.566,0.967961
853.550,346.162,0.969842
853.560,345.891,0.967191
853.570,345.896,0.969232
853.580,346.181,0.969350
853.590,345.816,0.967607
853.600,345.559,0.966697
853.610,345.760,0.969892
853.620,345.826,0.970815
853.630,345.840,0.973640
853.640,346.177,0.974610
853.650,346.867,0.970807
853.660,347.913,0.956778
853.670,347.859,0.956220
853.680,346.840,0.971767
853.690,345.145,0.960771
853.700,343.305,0.964720
853.710,342.373,0.972532
853.720,342.143,0.975183
853.730,342.752,0.970302
853.740,343.454,0.971274
853.750,343.299,0.972875
853.760,342.697,0.972569
853.770,343.075,0.970273
853.780,343.828,0.960733
853.790,343.767,0.946233
853.800,342.592,0.883853
853.810,342.665,0.793983
853.820,343.117,0.708197
853.830,341.353,0.604956
853.840,341.322,0.328082
853.850,343.128,0.514492
853.860,341.586,0.615685
853.870,343.240,0.739391
853.880,346.930,0.643246
853.890,355.256,0.402055
853.900,359.081,0.700425
853.910,359.370,0.902379
853.920,359.180,0.936962
853.930,359.190,0.944387
853.940,357.160,0.967924
853.950,353.120,0.962785
853.960,347.386,0.919067
853.970,337.788,0.884340
853.980,331.876,0.953379
853.990,328.563,0.932930
854.000,328.335,0.946427
854.010,331.686,0.949533
854.020,338.680,0.891821
854.030,344.710,0.948463
854.040,348.156,0.949831
854.050,351.462,0.971574
854.060,352.378,0.964939
854.070,351.056,0.979039
854.080,348.489,0.948473
854.090,344.597,0.943764
854.100,340.503,0.935337
854.110,336.819,0.926345
854.120,333.646,0.941543
854.130,331.265,0.955558
854.140,328.770,0.905775
854.150,325.058,0.894682
854.160,322.197,0.940905
854.170,320.503,0.949703
854.180,319.377,0.943486
854.190,317.220,0.904567
854.200,314.540,0.921265
854.210,312.253,0.951156
854.220,310.749,0.935273
854.230,308.875,0.940994
854.240,306.142,0.916998
854.250,304.366,0.948714
854.260,303.013,0.937211
854.270,302.374,0.947948
854.280,302.864,0.944685
854.290,302.833,0.955267
854.300,301.677,0.958346
854.310,300.982,0.934699
854.320,301.412,0.884679
854.330,305.149,0.835650
854.340,309.680,0.871849
854.350,311.180,0.917449
854.360,308.650,0.923430
854.370,303.476,0.911630
854.380,297.448,0.852183
854.390,284.889,0.796866
854.400,273.780,0.916303
854.410,271.387,0.972962
854.420,272.962,0.949283
854.430,277.739,0.933510
854.440,284.195,0.872376
854.450,294.506,0.769368
854.460,304.693,0.779410
854.470,320.881,0.536080
854.480,330.055,0.841295
854.490,335.737,0.783595
854.500,343.087,0.867013
854.510,345.803,0.956723
854.520,347.007,0.964618
854.530,347.321,0.963756
854.540,346.799,0.967653
854.550,345.933,0.964315
854.560,344.543,0.930159
854.570,341.655,0.925170
854.580,338.855,0.888512
854.590,337.020,0.855482
854.600,335.257,0.865379
854.610,334.097,0.873421
854.620,332.551,0.885899
854.630,330.463,0.930946
854.640,328.651,0.898998
854.650,327.867,0.930147
854.660,328.886,0.935094
854.670,331.168,0.948453
854.680,337.318,0.778295
854.690,350.540,0.794791
854.700,363.312,0.816927
854.710,375.410,0.775249
854.720,385.036,0.920125
854.730,390.012,0.911129
854.740,392.654,0.954457
854.750,392.677,0.965375
854.760,391.495,0.933097
854.770,389.497,0.957547
854.780,387.621,0.939015
854.790,386.277,0.923028
854.800,385.715,0.949354
854.810,385.713,0.954616
854.820,386.045,0.947813
854.830,386.672,0.924111
854.840,387.067,0.931966
854.850,388.368,0.950116
854.860,389.294,0.946537
854.870,387.889,0.939944
854.880,386.224,0.929928
854.890,385.953,0.942252
854.900,386.417,0.931856
854.910,387.318,0.937275
854.920,388.480,0.953334
854.930,390.128,0.937167
854.940,391.288,0.910303
854.950,391.717,0.924917
854.960,392.838,0.946244
854.970,394.822,0.930957
854.980,395.626,0.920418
854.990,394.737,0.935324
855.000,392.846,0.952728
855.010,390.976,0.924732
855.020,387.022,0.914119
855.030,383.029,0.926574
855.040,381.199,0.966000
855.050,381.926,0.960474
855.060,383.523,0.961075
855.070,386.597,0.916271
855.080,390.097,0.902402
855.090,393.539,0.923429
855.100,396.908,0.931244
855.110,400.657,0.910137
855.120,403.422,0.929706
855.130,403.533,0.916040
855.140,401.491,0.919115
855.150,399.213,0.953253
855.160,397.293,0.959694
855.170,393.643,0.950802
855.180,389.701,0.949948
855.190,387.313,0.943916
855.200,387.439,0.946773
855.210,389.128,0.947321
855.220,391.847,0.918784
855.230,395.096,0.908125
855.240,398.656,0.919527
855.250,400.729,0.895926
855.260,401.297,0.912538
855.270,400.724,0.903518
855.280,400.085,0.916639
855.290,397.731,0.954372
855.300,391.931,0.899210
855.310,383.750,0.937479
855.320,381.414,0.966013
855.330,382.611,0.932656
855.340,386.315,0.921284
855.350,390.563,0.906661
855.360,394.411,0.932261
855.370,397.352,0.957269
855.380,399.185,0.958785
855.390,399.746,0.955259
855.400,398.024,0.970962
855.410,394.741,0.947256
855.420,390.054,0.940513
855.430,386.062,0.946469
855.440,385.175,0.966803
855.450,385.852,0.956003
855.460,387.333,0.940136
855.470,389.647,0.946132
855.480,393.148,0.953062
855.490,396.101,0.946925
855.500,396.223,0.943541
855.510,393.209,0.921172
855.520,389.357,0.846530
855.530,366.366,0.539311
855.540,334.624,0.662431
855.550,330.459,0.917808
855.560,328.784,0.929802
855.570,329.754,0.936218
855.580,331.837,0.836240
855.590,350.213,0.716675
855.600,353.672,0.964058
855.610,350.790,0.950658
855.620,344.579,0.878851
855.630,335.163,0.864944
855.640,329.513,0.926789
855.650,327.357,0.933161
855.660,328.234,0.924228
855.670,330.905,0.961998
855.680,335.853,0.885190
855.690,342.728,0.910351
855.700,347.808,0.938087
855.710,351.219,0.969259
855.720,351.317,0.970894
855.730,349.558,0.970520
855.740,348.235,0.942304
855.750,347.068,0.968426
855.760,346.591,0.974333
855.770,346.876,0.974641
855.780,346.820,0.976077
855.790,346.361,0.976200
855.800,346.083,0.974072
855.810,347.093,0.970853
855.820,347.756,0.957409
855.830,346.638,0.966890
855.840,344.613,0.949372
855.850,342.385,0.924926
855.860,336.428,0.764396
855.870,335.219,0.652523
855.880,342.343,0.620294
855.890,348.669,0.927857
855.900,348.853,0.962256
855.910,348.721,0.958785
855.920,348.730,0.966232
855.930,348.386,0.949236
855.940,347.831,0.936862
855.950,347.348,0.954057
855.960,346.771,0.962206
855.970,345.340,0.960248
855.980,343.825,0.937960
855.990,342.858,0.930816
856.000,341.688,0.926733
856.010,340.716,0.917329
856.020,338.681,0.890599
856.030,335.394,0.853036
856.040,330.408,0.855130
856.050,326.124,0.856027
856.060,325.229,0.883729
856.070,327.043,0.918011
856.080,329.860,0.944207
856.090,332.655,0.892779
856.100,337.465,0.847129
856.110,341.523,0.823893
856.120,341.381,0.827154
856.130,336.395,0.801146
856.140,333.118,0.807921
856.150,326.384,0.598609
856.160,312.818,0.590244
856.170,304.514,0.834054
856.180,300.433,0.844749
856.190,294.284,0.917143
856.200,291.759,0.955586
856.210,292.111,0.959287
856.220,293.476,0.943579
856.230,294.515,0.965930
856.240,294.985,0.976229
856.250,294.659,0.973533
856.260,293.999,0.959793
856.270,294.440,0.940313
856.280,295.323,0.933659
856.290,294.918,0.923013
856.300,295.978,0.914444
856.310,297.835,0.945049
856.320,300.077,0.916150
856.330,299.913,0.920080
856.340,296.870,0.896403
856.350,293.301,0.920106
856.360,292.145,0.947515
856.370,292.092,0.949744
856.380,292.881,0.913003
856.390,295.536,0.931091
856.400,299.909,0.905394
856.410,305.135,0.907005
856.420,312.000,0.896003
856.430,316.410,0.929960
856.440,315.828,0.914262
856.450,308.083,0.776010
856.460,298.594,0.822511
856.470,286.384,0.605452
856.480,268.998,0.684146
856.490,256.810,0.758172
856.500,250.072,0.942138
856.510,247.751,0.955587
856.520,248.181,0.947203
856.530,249.835,0.947420
856.540,252.674,0.930230
856.550,255.908,0.923325
856.560,258.728,0.910948
856.570,261.928,0.875409
856.580,264.986,0.858264
856.590,268.720,0.785260
856.600,269.695,0.741514
856.610,271.125,0.741546
856.620,253.815,0.569012
856.630,250.920,0.853468
856.640,250.628,0.884141
856.650,250.662,0.772185
856.660,254.896,0.649853
856.670,261.227,0.783749
856.680,262.207,0.707802
856.690,260.598,0.579173
856.700,247.231,0.375468
856.710,248.822,0.455728
856.720,248.493,0.517927
856.730,250.679,0.600181
856.740,254.525,0.503524
856.750,264.154,0.224464
856.760,263.285,0.253116
856.770,263.796,0.249896
856.780,263.771,0.248624
856.790,286.236,0.300598
856.800,299.598,0.460769
856.810,295.889,0.300001
856.820,291.735,0.265488
856.830,321.697,0.189158
856.840,323.750,0.366384
856.850,328.129,0.277757
856.860,328.499,0.335466
856.870,319.601,0.325360
856.880,319.875,0.332640
856.890,322.308,0.150839
856.900,323.404,0.240950
856.910,330.301,0.351512
856.920,334.861,0.213567
856.930,339.924,0.382412
856.940,316.185,0.481400
856.950,318.117,0.248215
856.960,292.827,0.341743
856.970,291.511,0.277184
856.980,291.399,0.353828
856.990,293.713,0.078219
857.000,297.077,0.058850
857.010,301.842,0.282538
857.020,270.191,0.324885
857.030,265.382,0.512581
857.040,268.043,0.332583
857.050,241.694,0.319271
857.060,233.479,0.502400
857.070,230.286,0.825133
857.080,230.826,0.896947
857.090,233.496,0.867166
857.100,239.607,0.814858
857.110,245.402,0.820639
857.120,252.939,0.876264
857.130,257.496,0.964167
857.140,259.747,0.963233
857.150,261.547,0.954108
857.160,262.571,0.960241
857.170,262.246,0.947709
857.180,259.730,0.907958
857.190,254.217,0.877804
857.200,250.426,0.764714
857.210,238.415,0.526455
857.220,229.214,0.739644
857.230,226.795,0.894020
857.240,227.328,0.898901
857.250,232.336,0.702308
857.260,242.659,0.641719
857.270,253.381,0.739568
857.280,263.433,0.886315
857.290,267.214,0.940339
857.300,267.425,0.954668
857.310,265.086,0.931423
857.320,259.516,0.672979
857.330,234.268,0.588522
857.340,228.973,0.850282
857.350,227.051,0.924127
857.360,227.859,0.926556
857.370,234.459,0.711897
857.380,245.552,0.709596
857.390,257.072,0.788307
857.400,260.721,0.846698
857.410,262.732,0.789392
857.420,263.429,0.475590
857.430,238.666,0.231418
857.440,225.917,0.349042
857.450,241.306,0.383774
857.460,241.374,0.295873
857.470,235.428,0.389120
857.480,233.727,0.175860
857.490,235.067,0.027720
857.500,259.698,0.103863
857.510,292.430,0.031487
857.520,331.079,0.251771
857.530,361.624,0.561940
857.540,358.762,0.741426
857.550,355.216,0.852688
857.560,350.877,0.878615
857.570,345.088,0.837524
857.580,334.335,0.775431
857.590,328.561,0.870933
857.600,325.940,0.922698
857.610,325.722,0.946652
857.620,327.462,0.956643
857.630,329.957,0.964531
857.640,333.759,0.909310
857.650,339.239,0.936842
857.660,342.302,0.967523
857.670,342.999,0.966816
857.680,343.246,0.965602
857.690,343.051,0.965917
857.700,343.768,0.954370
857.710,344.955,0.961402
857.720,346.093,0.974873
857.730,347.140,0.971672
857.740,348.061,0.957391
857.750,348.434,0.964231
857.760,348.042,0.960221
857.770,347.430,0.971319
857.780,346.143,0.970622
857.790,344.071,0.922810
857.800,341.421,0.936532
857.810,340.055,0.931740
857.820,340.183,0.923193
857.830,341.289,0.930446
857.840,344.197,0.921929
857.850,346.763,0.969625
857.860,348.634,0.967601
857.870,348.824,0.972477
857.880,348.069,0.955078
857.890,346.267,0.972759
857.900,344.593,0.954118
857.910,343.817,0.960219
857.920,344.145,0.950270
857.930,345.095,0.959560
857.940,346.110,0.967420
857.950,346.701,0.962984
857.960,346.663,0.960290
857.970,345.695,0.948446
857.980,343.466,0.867545
857.990,340.628,0.739277
858.000,340.840,0.596686
858.010,339.929,0.520532
858.020,333.328,0.349509
858.030,336.336,0.512486
858.040,338.499,0.782994
858.050,340.878,0.637675
858.060,348.884,0.307641
858.070,349.853,0.185163
858.080,362.948,0.243031
858.090,364.508,0.476178
858.100,360.671,0.799332
858.110,355.453,0.910196
858.120,349.322,0.933019
858.130,339.713,0.718949
858.140,328.298,0.867927
858.150,324.786,0.932380
858.160,325.895,0.958739
858.170,328.603,0.941115
858.180,331.908,0.954467
858.190,335.443,0.923736
858.200,339.604,0.929556
858.210,343.890,0.942958
858.220,345.411,0.968403
858.230,345.961,0.972554
858.240,345.763,0.970892
858.250,345.608,0.970299
858.260,345.929,0.973126
858.270,346.455,0.975070
858.280,346.873,0.970946
858.290,347.433,0.959097
858.300,347.567,0.959760
858.310,346.333,0.962148
858.320,341.088,0.841642
858.330,333.285,0.723032
858.340,329.779,0.665500
858.350,327.063,0.625494
858.360,321.566,0.827717
858.370,323.821,0.564650
858.380,338.376,0.608224
858.390,343.439,0.872347
858.400,344.924,0.949112
858.410,346.853,0.960946
858.420,347.084,0.958082
858.430,346.156,0.963462
858.440,344.508,0.934905
858.450,343.872,0.940804
858.460,343.723,0.946056
858.470,342.694,0.955057
858.480,342.524,0.957152
858.490,342.843,0.946320
858.500,343.881,0.928657
858.510,345.403,0.952521
858.520,346.719,0.957785
858.530,347.249,0.947229
858.540,347.909,0.937263
858.550,348.146,0.935626
858.560,348.726,0.945211
858.570,349.024,0.941491
858.580,348.502,0.896826
858.590,348.287,0.869341
858.600,346.619,0.916959
858.610,344.859,0.927119
858.620,342.998,0.962092
858.630,341.305,0.959002
858.640,339.584,0.948976
858.650,337.128,0.907344
858.660,334.884,0.875469
858.670,334.029,0.876190
858.680,335.316,0.861323
858.690,338.316,0.873189
858.700,342.649,0.889850
858.710,345.484,0.939747
858.720,346.189,0.969162
858.730,346.014,0.974851
858.740,346.255,0.975148
858.750,345.991,0.969983
858.760,343.983,0.923862
858.770,341.027,0.913299
858.780,342.439,0.827877
858.790,347.113,0.762174
858.800,349.587,0.757581
858.810,344.472,0.664740
858.820,339.922,0.742354
858.830,338.531,0.901621
858.840,340.031,0.904042
858.850,341.284,0.824904
858.860,338.477,0.752565
858.870,338.027,0.835833
858.880,339.973,0.881084
858.890,342.190,0.857155
858.900,342.757,0.787154
858.910,342.398,0.788196
858.920,342.749,0.770378
858.930,340.865,0.616476
858.940,334.086,0.454082
858.950,335.245,0.645554
858.960,335.317,0.760017
858.970,336.667,0.720059
858.980,338.420,0.771618
858.990,338.258,0.822485
859.000,335.919,0.763867
859.010,333.706,0.712919
859.020,330.347,0.558582
859.030,327.979,0.539209
859.040,325.895,0.518759
859.050,325.552,0.403591
859.060,328.458,0.544517
859.070,329.540,0.660892
859.080,328.526,0.738229
859.090,329.728,0.841693
859.100,330.257,0.886289
859.110,330.746,0.883236
859.120,331.481,0.852198
859.130,332.619,0.735581
859.140,331.466,0.808215
859.150,328.956,0.658726
859.160,306.830,0.416531
859.170,304.579,0.508735
859.180,308.032,0.475290
859.190,310.763,0.441042
859.200,314.049,0.352574
859.210,310.110,0.127016
859.220,311.860,0.090572
859.230,314.989,0.014449
859.240,321.535,0.132020
859.250,328.339,0.476644
859.260,329.562,0.535199
859.270,329.145,0.659015
859.280,329.048,0.506110
859.290,330.111,0.229818
