time,frequency,confidence
119.800,336.540,0.851723
119.810,338.402,0.933273
119.820,341.935,0.934904
119.830,344.884,0.940413
119.840,346.198,0.945087
119.850,345.863,0.920169
119.860,344.813,0.896561
119.870,344.827,0.914188
119.880,345.712,0.941867
119.890,346.397,0.942098
119.900,346.308,0.941375
119.910,344.793,0.913947
119.920,343.365,0.937983
119.930,343.593,0.919689
119.940,344.575,0.899280
119.950,345.993,0.922548
119.960,346.430,0.929141
119.970,345.860,0.933301
119.980,345.628,0.934138
119.990,345.813,0.914710
120.000,345.103,0.898883
120.010,343.475,0.832128
120.020,341.398,0.783301
120.030,336.962,0.653417
120.040,336.270,0.594806
120.050,308.622,0.539664
120.060,276.329,0.477799
120.070,272.562,0.842829
120.080,272.569,0.817829
120.090,308.896,0.314779
120.100,302.244,0.468214
120.110,307.067,0.404017
120.120,338.653,0.471627
120.130,332.233,0.486909
120.140,333.307,0.828970
120.150,334.543,0.904759
120.160,338.221,0.865699
120.170,345.687,0.889746
120.180,348.880,0.924631
120.190,349.540,0.931410
120.200,346.753,0.899795
120.210,341.714,0.848629
120.220,334.444,0.843979
120.230,329.185,0.850408
120.240,327.511,0.841047
120.250,327.664,0.862041
120.260,329.297,0.907930
120.270,330.835,0.958572
120.280,333.444,0.899589
120.290,336.758,0.806799
120.300,337.811,0.686572
120.310,333.594,0.543701
120.320,330.405,0.389408
120.330,329.552,0.353580
120.340,355.765,0.255396
120.350,377.637,0.316818
120.360,383.762,0.830341
120.370,385.975,0.908761
120.380,386.842,0.909831
120.390,387.447,0.914147
120.400,387.412,0.925421
120.410,388.204,0.938276
120.420,389.064,0.952659
120.430,389.969,0.946325
120.440,391.357,0.920570
120.450,391.827,0.908499
120.460,391.490,0.805330
120.470,389.241,0.561491
120.480,361.873,0.456803
120.490,332.278,0.327999
120.500,347.883,0.392142
120.510,340.769,0.241529
120.520,342.539,0.455813
120.530,346.722,0.887851
120.540,345.598,0.921607
120.550,344.452,0.908123
120.560,345.255,0.937558
120.570,346.620,0.951076
120.580,347.949,0.885685
120.590,348.475,0.869675
120.600,348.821,0.916523
120.610,349.074,0.957936
120.620,349.529,0.974802
120.630,349.278,0.974389
120.640,347.043,0.960742
120.650,343.694,0.913602
120.660,338.737,0.863934
120.670,334.052,0.905596
120.680,332.632,0.925969
120.690,332.761,0.946134
120.700,333.791,0.953946
120.710,335.977,0.893589
120.720,340.495,0.740141
120.730,344.487,0.702539
120.740,343.920,0.613664
120.750,337.353,0.553478
120.760,331.860,0.704922
120.770,333.781,0.812051
120.780,334.723,0.943450
120.790,334.399,0.953082
120.800,334.845,0.941539
120.810,336.425,0.874814
120.820,338.411,0.850188
120.830,340.815,0.798113
120.840,338.821,0.876608
120.850,335.305,0.905300
120.860,333.449,0.896270
120.870,332.152,0.912726
120.880,333.471,0.868899
120.890,336.910,0.858160
120.900,339.088,0.896353
120.910,339.703,0.891645
120.920,339.634,0.846461
120.930,339.291,0.738837
120.940,337.729,0.476226
120.950,334.714,0.436004
120.960,337.286,0.638880
120.970,338.362,0.791675
120.980,336.154,0.846331
120.990,334.671,0.910214
121.000,331.222,0.896983
121.010,327.804,0.815953
121.020,324.221,0.656050
121.030,316.021,0.535866
121.040,304.061,0.520407
121.050,298.873,0.397152
121.060,278.343,0.322985
121.070,267.302,0.332160
121.080,264.086,0.325929
121.090,300.612,0.348148
121.100,289.523,0.411794
121.110,321.875,0.349087
121.120,322.778,0.529630
121.130,325.543,0.605657
121.140,325.469,0.588498
121.150,326.589,0.638116
121.160,327.475,0.663863
121.170,326.641,0.756276
121.180,327.041,0.782332
121.190,329.062,0.692560
121.200,325.495,0.534387
121.210,322.341,0.558034
121.220,302.243,0.224993
121.230,303.554,0.305736
121.240,298.537,0.337285
121.250,265.131,0.146241
121.260,249.276,0.286499
121.270,247.397,0.414348
121.280,250.767,0.293577
121.290,266.563,0.613167
121.300,266.855,0.562957
121.310,253.563,0.240717
121.320,234.435,0.250022
121.330,251.520,0.375677
121.340,254.739,0.414898
121.350,255.694,0.300952
121.360,236.071,0.316300
121.370,244.205,0.709336
121.380,250.049,0.800274
121.390,254.243,0.862067
121.400,255.742,0.762229
121.410,253.080,0.564875
121.420,242.217,0.239049
121.430,221.512,0.471462
121.440,218.710,0.580622
121.450,211.937,0.593631
121.460,231.522,0.209787
121.470,252.837,0.382297
121.480,252.666,0.529827
121.490,242.675,0.534162
121.500,218.024,0.621304
121.510,219.673,0.577274
121.520,221.819,0.593975
121.530,222.691,0.627413
121.540,222.072,0.757504
121.550,220.880,0.851553
121.560,219.595,0.832039
121.570,218.821,0.848000
121.580,217.950,0.828315
121.590,216.918,0.846091
121.600,216.147,0.878982
121.610,215.772,0.835708
121.620,216.590,0.797457
121.630,218.650,0.858988
121.640,219.006,0.815231
121.650,216.909,0.778880
121.660,215.217,0.722291
121.670,220.937,0.644709
121.680,224.554,0.770043
121.690,227.183,0.834831
121.700,232.930,0.776796
121.710,237.812,0.770362
121.720,241.358,0.819863
121.730,242.828,0.832708
121.740,247.587,0.680431
121.750,252.538,0.894215
121.760,254.151,0.927113
121.770,257.444,0.939311
121.780,259.758,0.963256
121.790,260.951,0.930795
121.800,261.606,0.947019
121.810,261.408,0.945579
121.820,260.036,0.919677
121.830,257.657,0.838099
121.840,254.565,0.814603
121.850,252.891,0.803775
121.860,255.144,0.918581
121.870,257.414,0.964387
121.880,259.396,0.962133
121.890,260.975,0.943168
121.900,262.153,0.961884
121.910,263.382,0.916843
121.920,264.494,0.890395
121.930,262.993,0.716558
121.940,259.211,0.720285
121.950,256.504,0.853541
121.960,255.961,0.874524
121.970,257.712,0.719907
121.980,263.169,0.634474
121.990,264.410,0.362533
122.000,253.022,0.733061
122.010,253.474,0.910338
122.020,254.388,0.922170
122.030,254.769,0.933804
122.040,255.289,0.940198
122.050,257.015,0.947389
122.060,257.662,0.925756
122.070,257.829,0.922531
122.080,259.561,0.871385
122.090,259.253,0.595998
122.100,255.164,0.510319
122.110,254.644,0.610378
122.120,255.128,0.858111
122.130,256.218,0.935113
122.140,258.344,0.830238
122.150,261.745,0.689223
122.160,291.264,0.227336
122.170,319.840,0.362103
122.180,324.947,0.661386
122.190,331.182,0.830811
122.200,336.951,0.796280
122.210,346.034,0.728891
122.220,349.171,0.804061
122.230,350.089,0.831321
122.240,350.202,0.819747
122.250,347.810,0.749946
122.260,343.189,0.740889
122.270,342.736,0.826220
122.280,341.811,0.904913
122.290,339.741,0.915813
122.300,337.924,0.941585
122.310,334.957,0.913934
122.320,331.152,0.892554
122.330,326.964,0.866930
122.340,324.292,0.838793
122.350,320.593,0.722821
122.360,317.390,0.517911
122.370,308.283,0.644290
122.380,307.010,0.845985
122.390,305.180,0.947160
122.400,303.250,0.919165
122.410,301.261,0.912347
122.420,298.719,0.911222
122.430,296.557,0.910841
122.440,296.426,0.900053
122.450,295.696,0.898812
122.460,292.688,0.859198
122.470,290.661,0.855130
122.480,289.000,0.886671
122.490,289.596,0.902538
122.500,290.455,0.943218
122.510,291.523,0.935386
122.520,292.688,0.891747
122.530,293.736,0.900289
122.540,293.355,0.826222
122.550,290.026,0.792875
122.560,287.122,0.830279
122.570,287.739,0.866319
122.580,288.805,0.913089
122.590,288.566,0.941847
122.600,288.720,0.938099
122.610,289.135,0.886260
122.620,290.172,0.856288
122.630,291.031,0.817735
122.640,290.095,0.691767
122.650,286.527,0.663968
122.660,284.254,0.639029
122.670,284.619,0.715970
122.680,282.977,0.794381
122.690,282.505,0.697838
122.700,289.193,0.478067
122.710,292.658,0.574818
122.720,295.132,0.558789
122.730,300.415,0.657167
122.740,305.020,0.770184
122.750,310.346,0.892550
122.760,313.907,0.937582
122.770,317.004,0.935616
122.780,320.625,0.929484
122.790,324.328,0.944830
122.800,326.065,0.956008
122.810,326.960,0.964238
122.820,327.573,0.953685
122.830,327.958,0.952817
122.840,328.545,0.937941
122.850,329.199,0.959190
122.860,329.965,0.972988
122.870,330.851,0.967791
122.880,332.635,0.920035
122.890,336.746,0.874364
122.900,341.065,0.876620
122.910,342.131,0.871629
122.920,340.735,0.871535
122.930,339.176,0.888591
122.940,338.266,0.853352
122.950,338.769,0.810773
122.960,341.128,0.836438
122.970,343.309,0.875220
122.980,342.257,0.940435
122.990,343.162,0.930254
123.000,347.306,0.932024
123.010,348.751,0.935458
123.020,345.958,0.953217
123.030,345.971,0.965649
123.040,347.296,0.958900
123.050,346.046,0.966022
123.060,343.574,0.949569
123.070,342.305,0.934010
123.080,342.020,0.839559
123.090,344.194,0.680494
123.100,346.500,0.479287
123.110,346.804,0.550111
123.120,344.024,0.665745
123.130,340.746,0.801432
123.140,337.703,0.878390
123.150,335.217,0.920092
123.160,334.033,0.962535
123.170,334.344,0.964654
123.180,336.491,0.930953
123.190,338.587,0.952732
123.200,340.405,0.905380
123.210,343.683,0.857055
123.220,348.614,0.843193
123.230,352.010,0.650981
123.240,350.135,0.452304
123.250,330.427,0.497291
123.260,330.064,0.861739
123.270,328.939,0.931032
123.280,328.962,0.959604
123.290,329.450,0.971232
123.300,330.315,0.971772
123.310,331.710,0.947402
123.320,334.488,0.895600
123.330,338.952,0.828202
123.340,342.350,0.702417
123.350,343.042,0.574600
123.360,340.219,0.589100
123.370,337.248,0.706292
123.380,334.410,0.815183
123.390,332.082,0.823020
123.400,331.197,0.856962
123.410,328.941,0.668960
123.420,326.264,0.613051
123.430,327.020,0.695362
123.440,328.808,0.728287
123.450,326.644,0.351530
123.460,303.774,0.419283
123.470,280.047,0.283994
123.480,305.334,0.257800
123.490,321.720,0.379367
123.500,311.373,0.373358
123.510,322.662,0.267482
123.520,322.442,0.225634
123.530,328.920,0.305472
123.540,328.464,0.142786
123.550,329.304,0.236661
123.560,328.554,0.192522
123.570,329.099,0.064544
123.580,322.113,0.059889
123.590,320.394,0.111557
123.600,316.229,0.177788
123.610,321.777,0.103662
123.620,328.485,0.139986
123.630,318.890,0.265448
123.640,319.534,0.581231
123.650,321.997,0.629545
123.660,325.543,0.693579
123.670,325.315,0.735316
123.680,323.705,0.748523
123.690,320.638,0.725854
123.700,321.408,0.718523
123.710,324.751,0.781677
123.720,328.098,0.810695
123.730,328.769,0.805041
123.740,326.587,0.833512
123.750,322.944,0.858384
123.760,320.443,0.839321
123.770,324.599,0.722054
123.780,329.394,0.799439
123.790,329.560,0.705818
123.800,325.288,0.482260
123.810,322.703,0.660995
123.820,322.512,0.678972
123.830,320.667,0.615257
123.840,314.933,0.591199
123.850,311.724,0.691198
123.860,309.229,0.647017
123.870,309.913,0.450656
123.880,311.902,0.477737
123.890,314.268,0.297032
123.900,323.152,0.132031
123.910,329.749,0.187296
123.920,329.680,0.183062
123.930,334.139,0.149537
123.940,334.027,0.346477
123.950,335.672,0.277827
123.960,335.455,0.410454
123.970,334.685,0.243289
123.980,333.428,0.197111
123.990,336.278,0.045412
124.000,343.567,0.067949
124.010,344.357,0.244712
124.020,341.614,0.545629
124.030,339.786,0.718696
124.040,338.220,0.658416
124.050,338.437,0.536936
124.060,338.727,0.459696
124.070,344.700,0.430370
124.080,341.560,0.307629
124.090,339.366,0.127924
124.100,342.657,0.178895
124.110,338.876,0.094336
124.120,334.540,0.184456
124.130,306.137,0.414640
124.140,275.045,0.579696
124.150,279.860,0.717259
124.160,279.411,0.860081
124.170,278.165,0.855824
124.180,276.607,0.697489
124.190,275.808,0.346142
124.200,297.715,0.289745
124.210,319.125,0.185675
124.220,324.799,0.144233
124.230,319.920,0.098967
124.240,339.364,0.079314
124.250,312.800,0.137866
124.260,305.064,0.158065
124.270,288.564,0.150048
124.280,281.231,0.128056
124.290,276.138,0.133159
124.300,275.105,0.155316
124.310,278.792,0.126828
124.320,283.913,0.181460
124.330,281.864,0.341751
124.340,277.922,0.360115
124.350,269.226,0.300974
124.360,287.283,0.241794
124.370,308.166,0.206564
124.380,328.860,0.281771
124.390,340.897,0.315246
124.400,342.971,0.261091
124.410,349.745,0.079470
124.420,352.140,0.094823
124.430,348.771,0.037369
124.440,346.142,0.075902
124.450,341.474,0.114171
124.460,348.912,0.231669
124.470,327.174,0.130614
124.480,301.042,0.229523
124.490,269.621,0.120719
124.500,257.971,0.334056
124.510,230.913,0.158958
124.520,234.277,0.151026
124.530,233.147,0.117017
124.540,229.817,0.106837
124.550,224.299,0.108406
124.560,210.712,0.218311
124.570,196.143,0.231765
124.580,178.905,0.091655
124.590,165.418,0.229144
124.600,162.088,0.243513
124.610,162.100,0.490211
124.620,167.809,0.257719
124.630,162.807,0.632151
124.640,160.742,0.657265
124.650,165.040,0.671940
124.660,164.577,0.444446
124.670,181.367,0.585946
124.680,184.311,0.559763
124.690,190.850,0.414213
124.700,204.405,0.606965
124.710,226.181,0.298934
124.720,241.513,0.475335
124.730,252.171,0.688034
124.740,259.089,0.835836
124.750,262.508,0.899632
124.760,263.474,0.872216
124.770,263.429,0.913206
124.780,262.308,0.943344
124.790,260.157,0.914230
124.800,256.033,0.872453
124.810,250.841,0.865784
124.820,245.763,0.880904
124.830,242.157,0.925051
124.840,239.180,0.899893
124.850,234.582,0.747289
124.860,227.139,0.731703
124.870,223.566,0.812292
124.880,222.584,0.782011
124.890,223.204,0.566580
124.900,223.441,0.195410
124.910,226.153,0.492126
124.920,227.465,0.623569
124.930,225.963,0.751194
124.940,223.175,0.825589
124.950,222.311,0.880511
124.960,221.366,0.921823
124.970,220.219,0.912299
124.980,219.283,0.887010
124.990,218.493,0.832069
125.000,215.987,0.691163
125.010,215.430,0.656614
125.020,217.298,0.762645
125.030,218.643,0.882671
125.040,218.377,0.931239
125.050,218.058,0.943566
125.060,217.916,0.921105
125.070,216.600,0.843291
125.080,217.192,0.795426
125.090,246.638,0.653638
125.100,275.909,0.326787
125.110,278.759,0.545024
125.120,277.370,0.755394
125.130,273.060,0.647432
125.140,261.947,0.736558
125.150,248.755,0.588218
125.160,239.474,0.780050
125.170,235.898,0.855026
125.180,234.833,0.887636
125.190,237.655,0.806750
125.200,244.075,0.846532
125.210,249.054,0.838140
125.220,253.860,0.886103
125.230,257.123,0.873196
125.240,258.845,0.915868
125.250,259.668,0.929346
125.260,260.038,0.921192
125.270,259.699,0.915913
125.280,259.540,0.834453
125.290,259.691,0.807696
125.300,261.852,0.837852
125.310,264.404,0.815028
125.320,264.768,0.788125
125.330,262.860,0.849527
125.340,261.732,0.910401
125.350,260.226,0.912889
125.360,258.938,0.936781
125.370,257.779,0.917372
125.380,258.405,0.921355
125.390,259.999,0.908126
125.400,259.436,0.907799
125.410,259.197,0.918813
125.420,260.175,0.907119
125.430,261.109,0.855412
125.440,262.771,0.727898
125.450,263.857,0.677386
125.460,261.219,0.688172
125.470,259.393,0.583821
125.480,258.827,0.593618
125.490,256.496,0.599039
125.500,254.273,0.336572
125.510,253.827,0.198278
125.520,261.612,0.068174
125.530,296.843,0.305706
125.540,306.879,0.443176
125.550,321.451,0.688854
125.560,324.322,0.787593
125.570,327.040,0.856967
125.580,331.041,0.944261
125.590,333.405,0.957424
125.600,334.605,0.971606
125.610,334.869,0.967010
125.620,334.571,0.966639
125.630,333.809,0.967003
125.640,333.793,0.970771
125.650,334.007,0.972680
125.660,334.293,0.970361
125.670,334.050,0.968973
125.680,333.780,0.969630
125.690,334.564,0.969597
125.700,336.084,0.949488
125.710,337.396,0.959247
125.720,338.519,0.964924
125.730,339.463,0.956827
125.740,339.233,0.956047
125.750,338.901,0.964888
125.760,338.027,0.967106
125.770,335.763,0.952932
125.780,333.308,0.951525
125.790,330.806,0.972142
125.800,328.812,0.945064
125.810,327.079,0.966760
125.820,325.761,0.956813
125.830,324.047,0.967515
125.840,322.341,0.966110
125.850,321.055,0.935949
125.860,319.984,0.962652
125.870,319.612,0.963344
125.880,317.581,0.919894
125.890,314.478,0.927339
125.900,311.646,0.954805
125.910,309.736,0.955589
125.920,307.597,0.963063
125.930,305.327,0.972655
125.940,303.145,0.947987
125.950,301.425,0.962038
125.960,300.333,0.939235
125.970,298.537,0.951567
125.980,296.145,0.952628
125.990,295.085,0.968778
126.000,296.168,0.924354
126.010,298.183,0.931968
126.020,298.844,0.926079
126.030,299.347,0.947016
126.040,299.792,0.949700
126.050,300.389,0.956295
126.060,300.890,0.963548
126.070,301.178,0.962692
126.080,301.387,0.966544
126.090,301.538,0.969024
126.100,301.221,0.966767
126.110,299.465,0.949510
126.120,296.599,0.930852
126.130,293.631,0.948363
126.140,292.381,0.942389
126.150,292.376,0.939478
126.160,293.425,0.946425
126.170,294.974,0.960766
126.180,297.234,0.935128
126.190,300.310,0.864080
126.200,308.951,0.650572
126.210,323.865,0.656317
126.220,333.338,0.863167
126.230,337.470,0.928496
126.240,336.942,0.892676
126.250,330.505,0.874576
126.260,324.165,0.923291
126.270,320.743,0.943595
126.280,317.709,0.951098
126.290,316.633,0.950918
126.300,318.542,0.938055
126.310,322.983,0.929686
126.320,326.589,0.943938
126.330,329.603,0.946248
126.340,332.395,0.947176
126.350,334.630,0.964865
126.360,336.822,0.933928
126.370,338.568,0.949172
126.380,339.484,0.947217
126.390,339.725,0.936491
126.400,339.051,0.946277
126.410,339.267,0.946617
126.420,340.613,0.934011
126.430,341.702,0.950551
126.440,341.155,0.941064
126.450,339.368,0.944232
126.460,339.660,0.946512
126.470,341.693,0.958764
126.480,342.298,0.963788
126.490,342.221,0.952871
126.500,342.423,0.958879
126.510,341.412,0.947335
126.520,340.247,0.925504
126.530,340.127,0.920394
126.540,342.275,0.945289
126.550,343.383,0.950132
126.560,343.624,0.937555
126.570,343.850,0.925735
126.580,344.077,0.926222
126.590,342.558,0.932918
126.600,339.707,0.918966
126.610,338.366,0.948924
126.620,337.514,0.941028
126.630,335.651,0.926671
126.640,332.949,0.908559
126.650,331.323,0.954005
126.660,331.499,0.954513
126.670,332.430,0.934018
126.680,333.367,0.946831
126.690,335.356,0.947029
126.700,337.365,0.941660
126.710,337.619,0.936004
126.720,337.444,0.894176
126.730,340.361,0.772655
126.740,341.428,0.604188
126.750,334.158,0.511902
126.760,333.983,0.775597
126.770,335.409,0.729497
126.780,338.897,0.552444
126.790,336.482,0.530187
126.800,335.002,0.751726
126.810,337.345,0.758636
126.820,341.297,0.680661
126.830,344.373,0.572215
126.840,339.600,0.570045
126.850,339.884,0.869256
126.860,341.070,0.925310
126.870,343.281,0.919710
126.880,344.789,0.916010
126.890,344.695,0.922276
126.900,343.310,0.934469
126.910,341.817,0.946199
126.920,342.033,0.959451
126.930,342.549,0.951302
126.940,344.041,0.913239
126.950,344.855,0.917671
126.960,343.829,0.939647
126.970,342.573,0.954249
126.980,341.599,0.941488
126.990,341.117,0.919154
127.000,339.797,0.856851
127.010,337.044,0.769117
127.020,332.936,0.672930
127.030,309.220,0.554961
127.040,272.642,0.336999
127.050,269.192,0.683796
127.060,283.835,0.340470
127.070,301.074,0.427329
127.080,302.958,0.620938
127.090,306.643,0.816874
127.100,311.822,0.811924
127.110,320.081,0.807182
127.120,326.597,0.899872
127.130,330.040,0.937559
127.140,334.310,0.888603
127.150,342.725,0.802133
127.160,347.900,0.914563
127.170,350.515,0.940891
127.180,350.518,0.949854
127.190,347.891,0.863630
127.200,342.717,0.769534
127.210,335.416,0.804210
127.220,328.240,0.852165
127.230,321.981,0.913906
127.240,321.146,0.919572
127.250,323.926,0.912863
127.260,328.162,0.897399
127.270,330.955,0.953037
127.280,332.561,0.898184
127.290,331.687,0.803769
127.300,325.080,0.684172
127.310,320.696,0.790383
127.320,322.293,0.634164
127.330,353.278,0.321003
127.340,382.347,0.331106
127.350,387.147,0.761769
127.360,385.977,0.826724
127.370,385.357,0.852403
127.380,384.406,0.786107
127.390,387.821,0.745507
127.400,391.212,0.729045
127.410,392.138,0.796352
127.420,389.986,0.838554
127.430,384.000,0.616791
127.440,380.895,0.611081
127.450,376.160,0.249501
127.460,343.877,0.463004
127.470,343.141,0.553152
127.480,336.651,0.442658
127.490,326.903,0.307332
127.500,320.355,0.145827
127.510,317.295,0.188949
127.520,327.301,0.247964
127.530,349.072,0.528442
127.540,348.878,0.804374
127.550,349.793,0.913026
127.560,350.182,0.948820
127.570,350.037,0.963961
127.580,349.778,0.967027
127.590,347.441,0.898458
127.600,340.339,0.705722
127.610,327.633,0.758890
127.620,321.637,0.892367
127.630,322.111,0.909416
127.640,327.299,0.901907
127.650,331.514,0.940005
127.660,335.094,0.922990
127.670,340.164,0.896642
127.680,343.313,0.919282
127.690,344.088,0.896321
127.700,342.100,0.796711
127.710,333.068,0.713715
127.720,328.545,0.848142
127.730,327.173,0.891094
127.740,327.626,0.890915
127.750,327.396,0.932670
127.760,325.551,0.876696
127.770,322.966,0.799980
127.780,321.648,0.747529
127.790,324.776,0.671142
127.800,329.480,0.866531
127.810,331.786,0.899557
127.820,331.675,0.880763
127.830,331.849,0.709749
127.840,331.169,0.677540
127.850,328.692,0.613397
127.860,322.001,0.398011
127.870,305.210,0.368315
127.880,309.156,0.357845
127.890,309.931,0.342881
127.900,328.402,0.369628
127.910,327.798,0.342476
127.920,329.899,0.477730
127.930,335.788,0.647480
127.940,334.777,0.642797
127.950,331.552,0.611636
127.960,317.931,0.560458
127.970,314.823,0.748617
127.980,309.700,0.787700
127.990,303.385,0.766320
128.000,305.375,0.634082
128.010,308.456,0.509876
128.020,311.393,0.592706
128.030,306.973,0.444676
128.040,299.174,0.370611
128.050,287.673,0.253920
128.060,277.685,0.362820
128.070,285.272,0.401656
128.080,291.438,0.514032
128.090,294.504,0.706305
128.100,296.916,0.801295
128.110,300.043,0.803245
128.120,306.176,0.819943
128.130,313.590,0.831450
128.140,322.505,0.784513
128.150,329.421,0.867766
128.160,334.235,0.864468
128.170,338.606,0.926857
128.180,341.153,0.935223
128.190,344.504,0.919874
128.200,347.941,0.947349
128.210,350.460,0.978502
128.220,352.027,0.966854
128.230,353.568,0.968886
128.240,355.153,0.972372
128.250,355.186,0.972839
128.260,354.168,0.975297
128.270,352.140,0.948162
128.280,349.748,0.964174
128.290,346.742,0.950253
128.300,343.654,0.932227
128.310,342.220,0.950455
128.320,342.877,0.954610
128.330,343.599,0.943426
128.340,343.135,0.935877
128.350,339.772,0.806231
128.360,336.311,0.588717
128.370,331.663,0.612600
128.380,327.701,0.304296
128.390,351.799,0.265440
128.400,386.621,0.686567
128.410,386.636,0.877420
128.420,386.370,0.913637
128.430,386.409,0.922824
128.440,386.906,0.924397
128.450,387.643,0.952101
128.460,387.979,0.957302
128.470,388.265,0.964048
128.480,388.619,0.969406
128.490,389.211,0.971656
128.500,390.939,0.942335
128.510,392.747,0.971239
128.520,392.740,0.968627
128.530,391.162,0.934243
128.540,388.015,0.945148
128.550,386.122,0.890916
128.560,385.463,0.802556
128.570,384.366,0.700520
128.580,388.620,0.794190
128.590,395.949,0.414718
128.600,431.064,0.673286
128.610,430.799,0.840770
128.620,430.688,0.930245
128.630,431.588,0.941981
128.640,431.592,0.942389
128.650,431.237,0.944570
128.660,430.527,0.947138
128.670,429.355,0.921788
128.680,427.681,0.929149
128.690,426.254,0.939438
128.700,425.928,0.942416
128.710,426.819,0.945319
128.720,429.369,0.921432
128.730,431.144,0.944970
128.740,430.525,0.937815
128.750,428.938,0.894288
128.760,425.266,0.858312
128.770,420.202,0.732978
128.780,415.030,0.381446
128.790,382.737,0.804153
128.800,381.879,0.855228
128.810,382.621,0.719208
128.820,390.856,0.640249
128.830,399.038,0.924064
128.840,400.533,0.935210
128.850,400.566,0.933451
128.860,397.835,0.951731
128.870,392.777,0.904930
128.880,384.664,0.800013
128.890,353.961,0.430751
128.900,339.708,0.839898
128.910,335.191,0.957350
128.920,333.515,0.968237
128.930,333.017,0.954036
128.940,333.085,0.948954
128.950,332.869,0.941556
128.960,331.366,0.951628
128.970,325.118,0.812347
128.980,321.188,0.924563
128.990,321.795,0.929283
129.000,325.288,0.895365
129.010,329.802,0.923170
129.020,337.051,0.817958
129.030,344.480,0.922923
129.040,347.792,0.946750
129.050,351.082,0.969512
129.060,351.778,0.969378
129.070,350.544,0.976642
129.080,349.427,0.972831
129.090,349.029,0.970146
129.100,349.556,0.976806
129.110,349.694,0.977735
129.120,349.184,0.971188
129.130,347.243,0.959997
129.140,342.357,0.936162
129.150,337.384,0.923171
129.160,331.369,0.942853
129.170,326.689,0.940812
129.180,326.369,0.963997
129.190,328.906,0.948085
129.200,334.810,0.750388
129.210,349.350,0.916842
129.220,355.048,0.929419
129.230,355.801,0.841080
129.240,353.670,0.612900
129.250,349.187,0.414222
129.260,338.977,0.483859
129.270,340.978,0.599898
129.280,341.240,0.352073
129.290,302.882,0.495557
129.300,304.169,0.700439
129.310,305.198,0.873694
129.320,305.258,0.918481
129.330,302.821,0.923776
129.340,299.658,0.904460
129.350,294.813,0.840414
129.360,288.006,0.878292
129.370,283.338,0.923213
129.380,280.413,0.928728
129.390,282.539,0.887460
129.400,285.738,0.905659
129.410,288.521,0.932056
129.420,292.435,0.887464
129.430,295.372,0.935539
129.440,295.685,0.943461
129.450,294.225,0.944679
129.460,291.465,0.910554
129.470,286.844,0.708290
129.480,271.434,0.663266
129.490,264.707,0.646842
129.500,255.100,0.308763
129.510,224.078,0.100628
129.520,211.405,0.480433
129.530,217.694,0.388251
129.540,232.697,0.353441
129.550,235.202,0.578261
129.560,237.578,0.784577
129.570,239.751,0.896400
129.580,239.994,0.942740
129.590,240.691,0.928228
129.600,243.888,0.908138
129.610,248.199,0.928711
129.620,252.118,0.924424
129.630,254.990,0.954188
129.640,256.939,0.972074
129.650,258.235,0.940998
129.660,259.205,0.963681
129.670,259.602,0.957387
129.680,260.050,0.954562
129.690,260.353,0.946028
129.700,260.555,0.941796
129.710,260.702,0.938828
129.720,260.676,0.936243
129.730,260.379,0.952850
129.740,259.820,0.961306
129.750,259.462,0.961262
129.760,259.196,0.959613
129.770,259.633,0.955402
129.780,260.310,0.950685
129.790,260.763,0.937398
129.800,261.112,0.936820
129.810,261.166,0.938062
129.820,261.249,0.923616
129.830,261.291,0.928708
129.840,261.025,0.905005
129.850,260.619,0.899851
129.860,258.626,0.910928
129.870,255.499,0.863311
129.880,250.502,0.843845
129.890,247.483,0.812976
129.900,245.800,0.743302
129.910,240.333,0.505737
129.920,259.490,0.607220
129.930,288.147,0.354476
129.940,293.357,0.642515
129.950,296.628,0.823149
129.960,299.906,0.889863
129.970,301.249,0.963970
129.980,300.984,0.965042
129.990,297.975,0.916078
130.000,289.826,0.844720
130.010,286.286,0.934957
130.020,287.927,0.923369
130.030,295.040,0.842686
130.040,304.165,0.724928
130.050,319.021,0.523232
130.060,334.300,0.760305
130.070,345.083,0.932196
130.080,346.699,0.971860
130.090,341.629,0.827640
130.100,328.417,0.690170
130.110,315.611,0.723889
130.120,301.941,0.899945
130.130,297.260,0.945458
130.140,294.844,0.967607
130.150,294.763,0.949697
130.160,295.893,0.940638
130.170,295.642,0.947381
130.180,292.697,0.897496
130.190,286.616,0.880820
130.200,280.402,0.775073
130.210,267.534,0.843099
130.220,263.931,0.918731
130.230,265.075,0.938162
130.240,271.636,0.768078
130.250,285.438,0.678380
130.260,293.794,0.844736
130.270,296.458,0.941887
130.280,294.661,0.902360
130.290,291.630,0.750914
130.300,293.656,0.450234
130.310,295.784,0.832122
130.320,292.472,0.590773
130.330,292.042,0.693050
130.340,293.415,0.528592
130.350,321.636,0.349598
130.360,351.005,0.144418
130.370,330.838,0.442901
130.380,331.710,0.788837
130.390,333.805,0.844992
130.400,336.873,0.862496
130.410,340.821,0.907121
130.420,342.330,0.964971
130.430,342.571,0.965730
130.440,342.650,0.961389
130.450,342.966,0.964143
130.460,343.109,0.964349
130.470,343.813,0.957694
130.480,344.425,0.957441
130.490,345.031,0.967611
130.500,344.766,0.963475
130.510,344.103,0.958444
130.520,343.644,0.963707
130.530,344.631,0.961132
130.540,345.435,0.973424
130.550,346.069,0.976339
